Name,Profession,Approximate Age,Date Added to Alivewatch
Buddy Guy,Guitar,90,2024-01-03
Nicholas Pileggi,Writer,93,2024-01-03
Bill Wyman,Music,90,2024-01-03
William F. Sharpe,Economist,92,2024-01-03
Michael Forest,Actor,97,2024-01-03
Douglas Wilder,Politician,95,2024-01-03
Dolores Huerta,Trade Union,96,2024-01-03
Marilyn Horne,Singer,92,2024-01-03
Leonard Kleinrock,Mathematician,92,2024-01-03
Anthony Kenny,Philosopher,95,2024-01-03
Dana Scott,Mathematician,94,2024-01-03
Don DeLillo,Writer,90,2024-01-03
Nicholas F. Brady,Politician,96,2024-01-03
Pratibha Patil,Politician,92,2024-01-03
Ralph E. Gomory,Mathematician,97,2024-01-03
Ray Cooney,Playwright,94,2024-01-03
Michael Craig (actor),Actor,98,2024-01-03
Derek Jacobi,Actor,88,2024-01-03
Joyce Carol Oates,Playwright,88,2024-01-03
Samuel C. C. Ting,Physicist,90,2024-01-03
Charles Duke,Astronaut,91,2024-01-03
Thomas Nagel,Philosopher,89,2024-01-03
Lee Friedlander,Photographer,92,2024-01-03
Jerry Brown,Politician,88,2024-01-03
Donald Knuth,Mathematician,88,2024-01-03
David Irving,Essayist,88,2024-01-03
Bat Ye'or,Essayist,93,2024-01-03
Christopher Lloyd,Actor,88,2024-01-03
Don Norman,Computer Scientist,91,2024-01-03
Richard Swinburne,Philosopher,92,2024-01-03
Susan Cooper,Writer,91,2024-01-03
Tom Atkins (actor),Actor,91,2024-01-03
Caldwell Esselstyn,Rower,93,2024-01-03
Ted Turner,Entrepreneur,88,2024-01-03
Ralph Bakshi,Film,88,2024-01-03
John Standing,Actor,92,2024-01-03
Anita Desai,Writer,89,2024-01-03
Terry Gibbs,Bandleader,102,2024-01-03
Peter Brown (historian),Historian,91,2024-01-03
H. D. Deve Gowda,Politician,93,2024-01-03
Elliott Gould,Actor,88,2024-01-03
Christina Pickles,Actor,91,2024-01-03
E. D. Hirsch,Literary,98,2024-01-03
Roald Hoffmann,Chemist,89,2024-01-03
Anthony Giddens,Sociologist,88,2024-01-03
Jamie Farr,Comedian,92,2024-01-03
Steven Berkoff,Actor,89,2024-01-03
Frank Langella,Actor,88,2024-01-03
Elizabeth Dole,Politician,90,2024-01-03
Yuan T. Lee,Chemist,90,2024-01-03
Herman Chernoff,Mathematician,103,2024-01-03
Walter Koenig,Actor,90,2024-01-03
Abbe Lane,Actor,94,2024-01-03
Sander Levin,Politician,95,2024-01-03
Sylvia Earle,Biologist,91,2024-01-03
Keir Dullea,Actor,90,2024-01-03
Michael H. Hart,Physicist,94,2024-01-03
Barbara Mikulski,Politician,90,2024-01-03
Mark Rydell,Actor,92,2024-01-03
Edward Fox (actor),Actor,89,2024-01-03
Shirley Bassey,Singer,89,2024-01-03
Bob Pettit,Basket,94,2024-01-03
Robert Paxton,Historian,94,2024-01-03
Vladimir Posner,Journalist,92,2024-01-03
Jared Diamond,Biologist,89,2024-01-03
Edwin Meese,Lawyer,95,2024-01-03
Joyce Van Patten,Actor,92,2024-01-03
Tom Courtenay,Actor,89,2024-01-03
Jim Dine,Painter,91,2024-01-03
Dyan Cannon,Film,89,2024-01-03
Bernie Kopell,Screenwriter,93,2024-01-03
Philip Kaufman,Actor,90,2024-01-03
Leonard Peikoff,Philosopher,93,2024-01-03
Don Bluth,Film,89,2024-01-03
John L. Hall,Physicist,92,2024-01-03
Jon Voight,Actor,88,2024-01-03
Fred Haise,Astronaut,93,2024-01-03
Gary Hart,Politician,90,2024-01-03
Richard Wilson (Scottish actor),Theatre,90,2024-01-03
Jean M. Auel,Writer,90,2024-01-03
Don Preston,Music,94,2024-01-03
Anthony Kennedy,Lawyer,90,2024-01-03
Edward O. Thorp,Mathematician,94,2024-01-03
Billy Dee Williams,Actor,89,2024-01-03
C. N. R. Rao,Chemist,92,2024-01-03
Samuel Adler (composer),Conductor,98,2024-01-03
Richard Shelby,Politician,92,2024-01-03
James Baker,Political,96,2024-01-03
Lois Smith,Actor,96,2024-01-03
Bernie Ecclestone,Business,96,2024-01-03
Frederick Wiseman,Film,96,2024-01-03
Ellen Burstyn,Actor,94,2024-01-03
Stephen Smale,Mathematician,96,2024-01-03
Barbara Eden,Actor,95,2024-01-03
Otto F. Kernberg,Psychiatrist,98,2024-01-03
Jerry Schatzberg,Screenwriter,99,2024-01-03
Terry Moore (actress),Actor,97,2024-01-03
Claire Bloom,Actor,95,2024-01-03
Nancy Olson,Actor,98,2024-01-03
Carroll Baker,Actor,95,2024-01-03
Angie Dickinson,Actor,95,2024-01-03
John Astin,Actor,96,2024-01-03
June Squibb,Actor,97,2024-01-03
Petula Clark,Actor,94,2024-01-03
Rita Moreno,Singer,95,2024-01-03
W. Michael Blumenthal,Political,100,2024-01-03
Don King (boxing promoter),Manslaughter,95,2024-01-03
Carol Burnett,Singer,93,2024-01-03
Joan Collins,Actor,93,2024-01-03
Kim Novak,Actor,93,2024-01-03
John Milnor,Mathematician,95,2024-01-03
Cynthia Ozick,Novelist,98,2024-01-03
Bridget Riley,Painter,95,2024-01-03
Philip Kotler,Economist,95,2024-01-03
Dominic Chianese,Singer,95,2024-01-03
William Kennedy (author),Writer,98,2024-01-03
Mamie Van Doren,Actor,95,2024-01-03
Dan Rather,News Presenter,95,2024-01-03
Joel Grey,Singer,94,2024-01-03
Irvin D. Yalom,Psychiatrist,95,2024-01-03
Gary Snyder,Poet,96,2024-01-03
Roger Penrose,Mathematician,95,2024-01-03
Dave Grusin,Composer,92,2024-01-03
William Daniels,Actor,99,2024-01-03
Ann Blyth,Actor,98,2024-01-03
Elias James Corey,Chemist,98,2024-01-03
Desmond Morris,Zoologist,98,2024-01-03
James Ivory,Film,98,2024-01-03
Vernon L. Smith,Economist,99,2024-01-03
Bob Cousy,Basket,98,2024-01-03
Estelle Parsons,Singer,99,2024-01-03
Buzz Aldrin,Astronaut,96,2024-01-03
Rosemary Harris,Actor,99,2024-01-03
Leontyne Price,Singer,99,2024-01-03
Rudolph A. Marcus,Chemist,103,2024-01-03
Lee Grant,Film,99,2024-01-03
Ray Anthony,Actor,104,2024-01-03
Alan Greenspan,Economist,100,2024-01-03
Eric Kandel,Neurologist,97,2024-01-03
James Hong,Actor,97,2024-01-03
Marion Ross,Actor,98,2024-01-03
Jasper Johns,Painter,96,2024-01-03
Thomas Sowell,Economist,96,2024-01-03
Lisa Lu,Music,99,2024-01-03
Alex Katz,Painter,99,2024-01-03
Vera Miles,Actor,96,2024-01-03
Len Deighton,Writer,97,2024-01-03
Gerald Holton,Physicist,104,2024-01-03
Paul Dooley,Actor,98,2024-01-03
William Perry,Politician,99,2024-01-03
John Kander,Composer,99,2024-01-03
Sonny Rollins,Composer,96,2024-01-03
Robert Wagner,Actor,96,2024-01-03
Berry Gordy,Producer,97,2024-01-03
Tippi Hedren,Actor,96,2024-01-03
Joanne Woodward,Actor,96,2024-01-03
Barbara Barrie,Actor,95,2024-01-03
Douglas Hurd,Conservative,96,2024-01-03
Virginia McKenna,Actor,95,2024-01-03
Denise Scott Brown,Architect,95,2024-01-03
Ramblin' Jack Elliott,Singer,95,2024-01-03
Hal Linden,Music,95,2024-01-03
Alan Bennett,Actor,92,2024-01-03
Frankie Valli,Singer,92,2024-01-03
Eileen Atkins,Actor,92,2024-01-03
Jerome Isaac Friedman,Physicist,96,2024-01-03
John Norman,Writer,95,2024-01-03
George Chakiris,Actor,92,2024-01-03
Bonnie Bartlett,Actor,97,2024-01-03
Gay Talese,Writer,94,2024-01-03
Katherine Paterson,Writer,94,2024-01-03
Harold Becker,Film,98,2024-01-03
SiÃ¢n Phillips,Actor,93,2024-01-03
Alan Oppenheimer,Actor,96,2024-01-03
Richard Meier,Architect,92,2024-01-03
Ron Paul,Politician,91,2024-01-03
David Scott,Astronaut,94,2024-01-03
Walter Gilbert,Physicist,94,2024-01-03
Tina Louise,Singer,92,2024-01-03
Kenneth Frampton,Historian,96,2024-01-03
Herb Alpert,Actor,91,2024-01-03
Phyllida Law,Actor,94,2024-01-03
Michael Frayn,Playwright,93,2024-01-03
Carmen Dell'Orefice,Actor,95,2024-01-03
RenÃ©e Taylor,Playwright,93,2024-01-03
Russ Tamblyn,Actor,92,2024-01-03
Mary Costa,Actor,96,2024-01-03
John Glen (director),Film,94,2024-01-03
Clive Davis,Producer,94,2024-01-03
Tony Hoare,Computer Scientist,92,2024-01-03
"Norman Foster, Baron Foster of Thames Bank",Architect,91,2024-01-03
Edmund Phelps,Economist,93,2024-01-03
Tom Baker,Actor,92,2024-01-03
Michael Heseltine,Conservative,93,2024-01-03
Debra Paget,Actor,93,2024-01-03
John Boorman,Screenwriter,93,2024-01-03
James Tolkan,Actor,95,2024-01-03
Marla Gibbs,Singer,95,2024-01-03
Irwin Winkler,Film,95,2024-01-03
Alvin Plantinga,Theologian,94,2024-01-03
Richard Lester,Film,94,2024-01-03
Paul R. Ehrlich,Lepidopterist,94,2024-01-03
Quentin Blake,Writer,94,2024-01-03
Kenny Burrell,Guitar,95,2024-01-03
Tom Skerritt,Actor,93,2024-01-03
Michael Dukakis,Politician,93,2024-01-03
Doc Severinsen,Bandleader,99,2024-01-03
Elaine May,Actor,94,2024-01-03
Peter Eisenman,Architect,94,2024-01-03
Sheldon Lee Glashow,Physicist,94,2024-01-03
Barbara Bain,Actor,95,2024-01-03
Julie Newmar,Singer,93,2024-01-03
Peter Blake (artist),Painter,94,2024-01-03
Jerry Hardin,Actor,97,2024-01-03
Andrew Young,Politician,94,2024-01-03
John Cullum,Screenwriter,96,2024-01-03
Gloria Steinem,Journalist,92,2024-01-03
Israel Kirzner,Economist,96,2024-01-03
Louis Farrakhan,Religious,93,2024-01-03
Chuck Grassley,Politician,93,2024-01-03
Shirley Jones,Actor,92,2024-01-03
Dick Hyman,Composer,99,2024-01-03
Toshiko Akiyoshi,Bandleader,97,2024-01-03
Antonia Fraser,Author,94,2024-01-03
Pat Boone,Singer,92,2024-01-03
George J. Mitchell,Politician,93,2024-01-03
Ralph Nader,Political,92,2024-01-03
Anthony Zerbe,Actor,90,2024-01-03
Chris Bonington,Mountaineer,92,2024-01-03
Story Musgrave,Astronaut,91,2024-01-03
Peter Cook (architect),Lecturer,90,2024-01-03
Audrey Dalton,Actor,92,2024-01-03
Annette Crosbie,Actor,92,2024-01-03
John Scott (composer),Bandleader,96,2024-01-03
Edward Feigenbaum,Computer Scientist,90,2024-01-03
Sam Nunn,Politician,88,2024-01-03
Morton Subotnick,Composer,93,2024-01-03
Carver Mead,Computer Scientist,92,2024-01-03
Adam Maida,Cardinal,96,2024-01-03
A. J. Foyt,Driver,91,2024-01-03
Stanley Fish,Philosopher,88,2024-01-03
Burton Malkiel,Economist,94,2024-01-03
Dean Tavoularis,Scenographer,94,2024-01-03
Charles Lloyd (jazz musician),Composer,88,2024-01-03
Maxine Waters,Politician,88,2024-01-03
Bob Packwood,Politician,94,2024-01-03
Caryl Churchill,Screenwriter,88,2024-01-03
Ray Hyman,Psychologist,98,2024-01-03
Elinor Donahue,Actor,89,2024-01-03
Barry Barish,Physicist,90,2024-01-03
Peter S. Beagle,Writer,87,2024-01-03
David Steel,Politician,88,2024-01-03
Nicholas Wolterstorff,Philosopher,94,2024-01-03
Willie Brown (politician),Politician,92,2024-01-03
Barry Mann,Singer,87,2024-01-03
Tom Harkin,Politician,87,2024-01-03
Jacques VallÃ©e,Astronomer,87,2024-01-03
Billy Mills,Track And Field,88,2024-01-03
Eleanor Holmes Norton,Politician,89,2024-01-03
John O'Keefe (neuroscientist),Neurologist,87,2024-01-03
Monty Roberts,Horse Trainer,91,2024-01-03
Elliott H. Lieb,Mathematician,94,2024-01-03
James Stafford,Priest,94,2024-01-03
Irma P. Hall,Actor,91,2024-01-03
Barbara Liskov,Computer Scientist,87,2024-01-03
Thomas Kean,Politician,91,2024-01-03
John Corigliano,Composer,88,2024-01-03
Alan Ayckbourn,Playwright,87,2024-01-03
Michael Murphy (actor),Actor,88,2024-01-03
Richard Posner,Judge,87,2024-01-03
Robert Rubin,Politician,88,2024-01-03
Ralph Steadman,Caricaturist,90,2024-01-03
John Badham,Film,87,2024-01-03
Lee H. Hamilton,Politician,95,2024-01-03
Georgina Spelvin,Actor,90,2024-01-03
Mark di Suvero,Sculptor,93,2024-01-03
Roland Huntford,Author,99,2024-01-03
Nancy Kwan,Actor,87,2024-01-03
Steny Hoyer,Politician,87,2024-01-03
Ian Hunter (singer),Singer,87,2024-01-03
Nancy Kovack,Actor,91,2024-01-03
Tenley Albright,Skater,91,2024-01-03
Roald Sagdeev,Physicist,94,2024-01-03
Barry Mazur,Mathematician,89,2024-01-03
Pete Wilson,Politician,93,2024-01-03
James Burton,Guitar,87,2024-01-03
Harold E. Varmus,Virologist,87,2024-01-03
Margaret Drabble,Novelist,87,2024-01-03
Thomas R. Pickering,Diplomat,95,2024-01-03
Roy Romer,Politician,98,2024-01-03
Carol Kaye,Guitar,91,2024-01-03
Michael Learned,Actor,87,2024-01-03
Louis Begley,Novelist,93,2024-01-03
Raj Reddy,Computer Scientist,89,2024-01-03
Lee Trevino,Golf,87,2024-01-03
Dion DiMucci,Music,87,2024-01-03
Bruce Davidson (photographer),Published,93,2024-01-03
Eleanor Bron,Actor,88,2024-01-03
Mario Capecchi,Biologist,89,2024-01-03
Stewart Brand,Essayist,88,2024-01-03
Elliot Aronson,Psychologist,94,2024-01-03
Louise Lasser,Actor,87,2024-01-03
John McPhee,Writer,95,2024-01-03
Mike Ditka,Football,87,2024-01-03
William Julius Wilson,Sociologist,91,2024-01-03
Lawrence Gordon (producer),Film,90,2024-01-03
RenÃ©e Richards,Player,92,2024-01-03
Bill Mazeroski,Baseball,90,2024-01-03
Yvon Chouinard,Mountaineer,88,2024-01-03
Robert Colbert,Actor,95,2024-01-03
George M. Whitesides,Chemist,87,2024-01-03
Emma Andijewska,Poet,95,2024-01-03
Don Black (lyricist),Songwriter,88,2024-01-03
Al D'Amato,Politician,89,2024-01-03
Harvey Mansfield,Political Scientist,94,2024-01-03
Dick Van Dyke,Singer,101,2024-01-03
Charles Cioffi,Actor,91,2024-01-03
John Negroponte,Politician,87,2024-01-03
Joseph D. Pistone,Crime,87,2024-01-03
Carla Anderson Hills,Politician,92,2024-01-03
Arthur Scargill,Politician,88,2024-01-03
Robert Adams (photographer),Photographer,89,2024-01-03
Hyman Bass,Mathematician,94,2024-01-03
Eddie Floyd,Singer,89,2024-01-03
Dallin H. Oaks,Lawyer,94,2024-01-03
Susan Flannery,Actor,87,2024-01-03
Peggy Seeger,Singer,91,2024-01-03
Robert Darnton,Historian,87,2024-01-03
Raymond J. Barry,Actor,87,2024-01-03
Stu Phillips (composer),Composer,97,2024-01-03
Frances Fox Piven,Political Scientist,94,2024-01-03
Roland Burris,Politician,89,2024-01-03
Kathryn Beaumont,Actor,88,2024-01-03
Peter Kreeft,Theologian,89,2024-01-03
Daniel C. Tsui,Physicist,87,2024-01-03
Magdi Yacoub,Surgeon,91,2024-01-03
Shirley Collins,Singer,91,2024-01-03
George Schaller,Biologist,93,2024-01-03
Gerald R. Molen,Actor,91,2024-01-03
Hubie Brown,Basket,93,2024-01-03
Leslie Parrish,Actor,91,2024-01-03
Ishmael Reed,Poet,88,2024-01-03
Joel-Peter Witkin,Photographer,87,2024-01-03
Robert Crippen,Astronaut,89,2024-01-03
Henry B. Eyring,Education,93,2024-01-03
Cliff Hagan,Basket,95,2024-01-03
G. Edward Griffin,Author,95,2024-01-03
Allen Jones (artist),Painter,89,2024-01-03
Pat Priest (actress),Actor,90,2024-01-03
Mavis Staples,Singer,87,2024-01-03
Wilbur Ross,Financier,89,2024-01-03
Carl Yastrzemski,Baseball,87,2024-01-03
Jan Harold Brunvand,Anthropologist,93,2024-01-03
Reri Grist,Music,94,2024-01-03
Bob James (musician),Keyboardist,87,2024-01-03
Roger Mahony,Cardinal,90,2024-01-03
Patrick Wayne,Actor,87,2024-01-03
Sonny Jurgensen,Football,92,2024-01-03
Stephen Cook,Computer Scientist,87,2024-01-03
T. Colin Campbell,Biochemist,92,2024-01-03
Robert Caro,Author,91,2024-01-03
Leland H. Hartwell,Geneticist,87,2024-01-03
David Allan Coe,Singer,87,2024-01-03
Peter Duesberg,Virologist,90,2024-01-03
Agnes Denes,Artist,95,2024-01-03
Harry B. Gray,Chemist,91,2024-01-03
Thomas Kailath,Computer Scientist,91,2024-01-03
Jack Hill,Film,93,2024-01-03
Roy Thinnes,Actor,88,2024-01-03
Michael Aspel,Television,93,2024-01-03
Mike Farrell,Actor,87,2024-01-03
David Shire,Composer,89,2024-01-03
Lois Lowry,Writer,89,2024-01-03
Jackie Stewart,Racing,87,2024-01-03
Bobby Seale,Activist,90,2024-01-03
Nick Clooney,Journalist,92,2024-01-03
Judea Pearl,Computer Scientist,90,2024-01-03
Garrett Morris,Actor,89,2024-01-03
Michael Parenti,Political Scientist,93,2024-01-03
Stanley G. Payne,Historian,92,2024-01-03
Larry Niven,Writer,88,2024-01-03
George Hamilton (actor),Film,87,2024-01-03
Derek Bok,Education,96,2024-01-03
Carol Gilligan,Psychologist,90,2024-01-03
Edward Ruscha,Painter,89,2024-01-03
"Princess Alexandra, The Honourable Lady Ogilvy",Queen,90,2024-01-03
Connie Stevens,Film,88,2024-01-03
Eugene Braunwald,Cardiologist,97,2024-01-03
Michael Moorcock,Novelist,87,2024-01-03
Jay Rockefeller,Politician,89,2024-01-03
Archie Shepp,Composer,89,2024-01-03
Jack McDevitt,Writer,91,2024-01-03
Grace Slick,Singer,87,2024-01-03
Lawrence Block,Writer,88,2024-01-03
Jake Garn,Politician,94,2024-01-03
Neil Sedaka,Singer,87,2024-01-03
Ali MacGraw,Actor,87,2024-01-03
Tom Paxton,Singer,89,2024-01-03
Ronny Cox,Actor,88,2024-01-03
Richard Beymer,Actor,88,2024-01-03
Carol Lawrence,Actor,94,2024-01-03
Martha Grimes,Writer,95,2024-01-03
Judy Parfitt,Actor,91,2024-01-03
Scott Glenn,Actor,87,2024-01-03
J. Michael Bishop,Biologist,90,2024-01-03
Richard Benjamin,Film,88,2024-01-03
Gilbert Strang,Mathematician,92,2024-01-03
Larry Lieber,Artist,95,2024-01-03
Monte Markham,Actor,91,2024-01-03
Oscar Robertson,Basket,88,2024-01-03
Wanda Jackson,Singer,89,2024-01-03
William Devane,Actor,89,2024-01-03
Bobby Bare,Singer,91,2024-01-03
Milan PaniÄ,Business,97,2024-01-03
Ron Carter,Cellist,89,2024-01-03
Robert Gallo,Virologist,89,2024-01-03
Pat Buchanan,Conservative,88,2024-01-03
James Lee Burke,Writer,90,2024-01-03
Lester R. Brown,Agronomist,92,2024-01-03
Margaret O'Brien,Actor,89,2024-01-03
Anne Reid,Actor,91,2024-01-03
Robert Woodrow Wilson,Astronomer,90,2024-01-03
Marlo Thomas,Producer,89,2024-01-03
Seymour Hersh,Journalist,89,2024-01-03
Stephen Breyer,Lawyer,88,2024-01-03
Alan Garner,Writer,92,2024-01-03
Lily Tomlin,Actor,87,2024-01-03
Gerhard Weinberg,Historian,98,2024-01-03
Richard M. Karp,Mathematician,91,2024-01-03
Leon Panetta,Politician,88,2024-01-03
Gerald Scarfe,Caricaturist,90,2024-01-03
F. Murray Abraham,Actor,87,2024-01-03
David Burke (British actor),Actor,92,2024-01-03
Don McCullin,Biographer,91,2024-01-03
Michael Kahn (film editor),Film,91,2024-01-03
Robert Fuller (actor),Actor,93,2024-01-03
Pat Roberts,Politician,90,2024-01-03
Harvey Keitel,Actor,87,2024-01-03
Susan Kohner,Actor,90,2024-01-03
Riane Eisler,Anthropologist,95,2024-01-03
Alan Dershowitz,Lawyer,88,2024-01-03
Dick Cavett,Actor,90,2024-01-03
Diana Muldaur,Actor,88,2024-01-03
Tommy Steele,Singer,90,2024-01-03
Ted Nelson,Philosopher,89,2024-01-03
Brett Halsey,Actor,93,2024-01-03
John Sculley,Business,87,2024-01-03
Judy Blume,Writer,88,2024-01-03
Millie Perkins,Actor,88,2024-01-03
Kenneth H. Cooper,Doctor,95,2024-01-03
Michael Artin,Mathematician,92,2024-01-03
Peter Burke (historian),Academic,89,2024-01-03
Anthony James Leggett,Physicist,88,2024-01-03
Roy Hattersley,Author,94,2024-01-03
Phil Knight,Business,88,2024-01-03
Judy Chicago,Painter,87,2024-01-03
Ann Bannon,Author,94,2024-01-03
Gwyneth Jones (soprano),Singer,90,2024-01-03
Ivan Sutherland,Inventor,88,2024-01-03
Waheeda Rehman,Actor,88,2024-01-03
George Hearn,Actor,92,2024-01-03
Ron Rifkin,Film,87,2024-01-03
Shirley Eaton,Actor,89,2024-01-03
Rusty Schweickart,Aeronautical,91,2024-01-03
John Rechy,Writer,95,2024-01-03
Norman Davies,Historian,87,2024-01-03
Elizabeth Ashley,Biographer,87,2024-01-03
Marge Piercy,Writer,90,2024-01-03
Don Bachardy,Painter,92,2024-01-03
Sherrill Milnes,Singer,91,2024-01-03
Anne Osborn Krueger,Economist,92,2024-01-03
Paula Prentiss,Actor,88,2024-01-03
Robert Littell (author),Novelist,91,2024-01-03
Yvonne Rainer,Film,92,2024-01-03
James Galway,Music,87,2024-01-03
Guido Calabresi,Scholar,94,2024-01-03
David Owen,Politician,88,2024-01-03
Irwin M. Jacobs,Academic,93,2024-01-03
Lorraine Gary,Actor,89,2024-01-03
Daniel McFadden,Economist,89,2024-01-03
Alan Baddeley,Psychologist,92,2024-01-03
James Fox,Actor,87,2024-01-03
Fred Williamson,Actor,88,2024-01-03
George Carey,Bishop,91,2024-01-03
David Bailey,Photographer,88,2024-01-03
Diane Baker,Actor,88,2024-01-03
Dan Inosanto,Martial Art,90,2024-01-03
Carl Icahn,Stockbroker,90,2024-01-03
David Mumford,Mathematician,89,2024-01-03
Bob Kahn,Engineer,88,2024-01-03
Barry McGuire,Singer,91,2024-01-03
Dennis Skinner,Politician,94,2024-01-03
Frank Murkowski,Politician,93,2024-01-03
Andrew Davies (writer),Screenwriter,90,2024-01-03
Thea Musgrave,Composer,98,2024-01-03
Frederic Raphael,Actor,95,2024-01-03
Jim Dale,Actor,91,2024-01-03
Wendy Carlos,Composer,87,2024-01-03
Ralph Lauren,Designer,87,2024-01-03
Mary Berry,Biographer,91,2024-01-03
Susan Hampshire,Actor,89,2024-01-03
Jane Alexander,Actor,87,2024-01-03
Lee Majors,Actor,87,2024-01-03
Barbara Steele,Actor,89,2024-01-03
Judy Collins,Singer,87,2024-01-03
Alan J. Heeger,Physicist,90,2024-01-03
Eugene Fama,Economist,87,2024-01-03
Gary Lockwood,Actor,89,2024-01-03
Barbara Babcock,Actor,89,2024-01-03
Sonia Sanchez,Playwright,92,2024-01-03
Perry Anderson,Historian,88,2024-01-03
Brenda Vaccaro,Actor,87,2024-01-03
Dolores Hart,Actor,88,2024-01-03
Nancy Kassebaum,Politician,94,2024-01-03
