Priority Rank,Name,Profession,Approximate Age,Date Added to Alivewatch,Change Since Last Year
53,June Squibb,Actor,97,2024-01-03,▲18
54,Jerry Schatzberg,Screenwriter,99,2024-01-03,▲20
55,Petula Clark,Actor,94,2024-01-03,▲20
56,Philip Kotler,Economist,95,2024-01-03,▲20
57,Irvin D. Yalom,Psychiatrist,95,2024-01-03,▲21
58,Joel Grey,Singer,94,2024-01-03,▲21
59,Dan Rather,News Presenter,95,2024-01-03,▲21
60,Mamie Van Doren,Actor,95,2024-01-03,▲21
61,William Kennedy (author),Writer,98,2024-01-03,▲21
62,Dominic Chianese,Singer,95,2024-01-03,▲21
63,Bridget Riley,Painter,95,2024-01-03,▲22
64,W. Michael Blumenthal,Political,100,2024-01-03,▲24
65,Cynthia Ozick,Novelist,98,2024-01-03,▲24
66,John Milnor,Mathematician,95,2024-01-03,▲25
67,Kim Novak,Actor,93,2024-01-03,▲25
68,Joan Collins,Actor,93,2024-01-03,▲25
69,Carol Burnett,Singer,93,2024-01-03,▲25
70,Don King (boxing promoter),Manslaughter,95,2024-01-03,▲25
71,Barbara Barrie,Actor,95,2024-01-03,▲26
72,Douglas Hurd,Conservative,96,2024-01-03,▲27
73,Virginia McKenna,Actor,95,2024-01-03,▲27
74,David Scott,Astronaut,94,2024-01-03,▲27
75,Sheldon Lee Glashow,Physicist,94,2024-01-03,▲28
76,Peter Eisenman,Architect,94,2024-01-03,▲29
77,Elaine May,Actor,94,2024-01-03,▲29
78,Doc Severinsen,Bandleader,99,2024-01-03,▲29
79,Michael Dukakis,Politician,93,2024-01-03,▲29
80,Tom Skerritt,Actor,93,2024-01-03,▲29
81,Quentin Blake,Writer,94,2024-01-03,▲29
82,John Boorman,Screenwriter,93,2024-01-03,▲29
83,Paul R. Ehrlich,Lepidopterist,94,2024-01-03,▲29
84,Richard Lester,Film,94,2024-01-03,▲29
85,Alvin Plantinga,Theologian,94,2024-01-03,▲29
86,Irwin Winkler,Film,95,2024-01-03,▲30
87,Marla Gibbs,Singer,95,2024-01-03,▲30
88,James Tolkan,Actor,95,2024-01-03,▲30
89,Barbara Bain,Actor,95,2024-01-03,▲30
90,Julie Newmar,Singer,93,2024-01-03,▲31
91,Peter Blake (artist),Painter,94,2024-01-03,▲31
92,Jerry Hardin,Actor,97,2024-01-03,▲31
93,Andrew Young,Politician,94,2024-01-03,▲31
94,John Cullum,Screenwriter,96,2024-01-03,▲31
95,Gloria Steinem,Journalist,92,2024-01-03,▲31
96,Israel Kirzner,Economist,96,2024-01-03,▲32
97,Louis Farrakhan,Religious,93,2024-01-03,▲32
98,Chuck Grassley,Politician,93,2024-01-03,▲32
99,Shirley Jones,Actor,92,2024-01-03,▲32
100,Dick Hyman,Composer,99,2024-01-03,▲32
101,Toshiko Akiyoshi,Bandleader,97,2024-01-03,▲32
102,Antonia Fraser,Author,94,2024-01-03,▲32
103,Pat Boone,Singer,92,2024-01-03,▲32
104,George J. Mitchell,Politician,93,2024-01-03,▲32
105,Ralph Nader,Political,92,2024-01-03,▲32
106,Kenny Burrell,Guitar,95,2024-01-03,▲33
107,Debra Paget,Actor,93,2024-01-03,▲33
108,Michael Heseltine,Conservative,93,2024-01-03,▲34
109,Tom Baker,Actor,92,2024-01-03,▲34
110,Alan Oppenheimer,Actor,96,2024-01-03,▲34
111,SiÃ¢n Phillips,Actor,93,2024-01-03,▲35
112,Harold Becker,Film,98,2024-01-03,▲35
113,Katherine Paterson,Writer,94,2024-01-03,▲35
114,Gay Talese,Writer,94,2024-01-03,▲35
115,Bonnie Bartlett,Actor,97,2024-01-03,▲35
116,John Norman,Writer,95,2024-01-03,▲35
117,Denise Scott Brown,Architect,95,2024-01-03,▲35
118,Jerome Isaac Friedman,Physicist,96,2024-01-03,▲36
119,Eileen Atkins,Actor,92,2024-01-03,▲36
120,Frankie Valli,Singer,92,2024-01-03,▲36
121,Alan Bennett,Actor,92,2024-01-03,▲36
122,Hal Linden,Music,95,2024-01-03,▲36
123,Ramblin' Jack Elliott,Singer,95,2024-01-03,▲37
124,Richard Meier,Architect,92,2024-01-03,▲38
125,George Chakiris,Actor,92,2024-01-03,▲38
126,Ron Paul,Politician,91,2024-01-03,▲38
127,Russ Tamblyn,Actor,92,2024-01-03,▲38
128,Edmund Phelps,Economist,93,2024-01-03,▲38
129,"Norman Foster, Baron Foster of Thames Bank",Architect,91,2024-01-03,▲38
130,Tony Hoare,Computer Scientist,92,2024-01-03,▲39
131,Clive Davis,Producer,94,2024-01-03,▲39
132,John Glen (director),Film,94,2024-01-03,▲39
133,Mary Costa,Actor,96,2024-01-03,▲39
134,RenÃ©e Taylor,Playwright,93,2024-01-03,▲40
135,Walter Gilbert,Physicist,94,2024-01-03,▲40
136,Carmen Dell'Orefice,Actor,95,2024-01-03,▲42
137,Michael Frayn,Playwright,93,2024-01-03,▲42
138,Phyllida Law,Actor,94,2024-01-03,▲44
139,Herb Alpert,Actor,91,2024-01-03,▲44
140,Kenneth Frampton,Historian,96,2024-01-03,▲44
141,Tina Louise,Singer,92,2024-01-03,▲44
142,Dave Grusin,Composer,92,2024-01-03,▲46
143,Richard Shelby,Politician,92,2024-01-03,▲46
144,Samuel Adler (composer),Conductor,98,2024-01-03,▲47
145,C. N. R. Rao,Chemist,92,2024-01-03,▲47
146,David Harvey,Anthropologist,91,2024-01-03,▲47
147,Dudley R. Herschbach,Chemist,94,2024-01-03,▲47
148,Judd Hirsch,Actor,91,2024-01-03,▲47
149,Sandy Koufax,Baseball,91,2024-01-03,▲48
150,Alan Alda,Actor,90,2024-01-03,▲49
151,Johnny Mathis,Music,91,2024-01-03,▲49
152,Ken Loach,Film,90,2024-01-03,▲49
153,Laurence Rosenthal,Composer,100,2024-01-03,▲49
154,Sheila Hancock,Actor,93,2024-01-03,▲49
155,Piers Anthony,Novelist,92,2024-01-03,▲49
156,Bruce Dern,Actor,90,2024-01-03,▲49
157,Steve Reich,Composer,90,2024-01-03,▲49
158,Julian Glover,Actor,91,2024-01-03,▲49
159,Janet Baker,Singer,93,2024-01-03,▲49
160,Annie Proulx,Writer,91,2024-01-03,▲49
161,Barbara Feldon,Actress,93,2024-01-03,▲49
162,Robert Silverberg,Screenwriter,91,2024-01-03,▲50
163,Douglas Wilder,Politician,95,2024-01-03,▲50
164,Don DeLillo,Writer,90,2024-01-03,▲50
165,Dana Scott,Mathematician,94,2024-01-03,▲50
166,Anthony Kenny,Philosopher,95,2024-01-03,▲50
167,Leonard Kleinrock,Mathematician,92,2024-01-03,▲51
168,Marilyn Horne,Singer,92,2024-01-03,▲52
169,Dolores Huerta,Trade Union,96,2024-01-03,▲52
170,Michael Forest,Actor,97,2024-01-03,▲52
171,Terry Riley,Composer,91,2024-01-03,▲53
172,William F. Sharpe,Economist,92,2024-01-03,▲53
173,Bill Wyman,Music,90,2024-01-03,▲53
174,Nicholas Pileggi,Writer,93,2024-01-03,▲55
175,Buddy Guy,Guitar,90,2024-01-03,▲55
176,Engelbert Humperdinck (singer),Singer,90,2024-01-03,▲55
177,Helen Merrill,Singer,96,2024-01-03,▲55
178,Charles Koch,Business,91,2024-01-03,▲55
179,David Lee (physicist),Physicist,95,2024-01-03,▲55
180,Richard Estes,Painter,94,2024-01-03,▲55
181,Penelope Lively,Writer,93,2024-01-03,▲55
182,La Monte Young,Composer,91,2024-01-03,▲55
183,James B. Harris,Film,98,2024-01-03,▲55
184,Caroline Graham,Screenwriter,95,2024-01-03,▲55
185,HÃ©ctor Elizondo,Actor,90,2024-01-03,▲55
186,Constance Towers,Singer,93,2024-01-03,▲56
187,Lee Meriwether,Actor,91,2024-01-03,▲54
188,Warren Beatty,Actor,89,2024-01-03,▲55
189,John G. Thompson,Mathematician,94,2024-01-03,▲55
190,Harrison Schmitt,Geologist,91,2024-01-03,▲55
191,Matthew Meselson,Biologist,96,2024-01-03,▲55
192,Donald P. Bellisario,Screenwriter,91,2024-01-03,▲55
193,Richard Bach,Writer,90,2024-01-03,▲55
194,Lou Adler,Producer,93,2024-01-03,▲55
195,George Ariyoshi,Politician,100,2024-01-03,▲55
196,Brian Blessed,Actor,90,2024-01-03,▲55
197,Philip Glass,Composer,89,2024-01-03,▲55
198,Ann Robinson,Actor,97,2024-01-03,▲55
199,Duane Michals,Photographer,94,2024-01-03,▲55
200,Katherine Jackson,Biographer,96,2024-01-03,▲55
201,Felicia Farr,Actor,94,2024-01-03,▲55
202,George Takei,Comedian,89,2024-01-03,▲55
203,Thomas Pynchon,Writer,89,2024-01-03,▲55
204,Richard A. Falk,Professor,96,2024-01-03,▲55
205,Harvey Cox,Theologian,97,2024-01-03,▲55
206,Jagdish Bhagwati,Economist,92,2024-01-03,▲55
207,Michael Walzer,Philosopher,91,2024-01-03,▲55
208,Joe Arpaio,Sheriff,94,2024-01-03,▲55
209,Bobby Vinton,Singer,91,2024-01-03,▲56
210,David Hockney,Painter,89,2024-01-03,▲56
211,Ervin LÃ¡szlÃ³,Philosopher,94,2024-01-03,▲56
212,James Meredith,Civil Rights,93,2024-01-03,▲56
213,Wendell Berry,Poet,92,2024-01-03,▲56
214,Nicholas F. Brady,Politician,96,2024-01-03,▲56
215,"Prince Edward, Duke of Kent",Royal Family,91,2024-01-03,▲56
216,Pratibha Patil,Politician,92,2024-01-03,▲56
217,Herman Chernoff,Mathematician,103,2024-01-03,▲57
218,Edwin Meese,Lawyer,95,2024-01-03,▲57
219,Jared Diamond,Biologist,89,2024-01-03,▲58
220,Vladimir Posner,Journalist,92,2024-01-03,▲58
221,Robert Paxton,Historian,94,2024-01-03,▲58
222,Bob Pettit,Basket,94,2024-01-03,▲58
223,Shirley Bassey,Singer,89,2024-01-03,▲58
224,Mark Rydell,Actor,92,2024-01-03,▲58
225,Walter Koenig,Actor,90,2024-01-03,▲58
226,Barbara Mikulski,Politician,90,2024-01-03,▲58
227,Michael H. Hart,Physicist,94,2024-01-03,▲58
228,Keir Dullea,Actor,90,2024-01-03,▲58
229,Sylvia Earle,Biologist,91,2024-01-03,▲58
230,Sander Levin,Politician,95,2024-01-03,▲58
231,Abbe Lane,Actor,94,2024-01-03,▲58
232,Joyce Van Patten,Actor,92,2024-01-03,▲58
233,Edward Fox (actor),Actor,89,2024-01-03,▲58
234,Tom Courtenay,Actor,89,2024-01-03,▲58
235,Gary Hart,Politician,90,2024-01-03,▲58
236,Billy Dee Williams,Actor,89,2024-01-03,▲58
237,Edward O. Thorp,Mathematician,94,2024-01-03,▲58
238,Anthony Kennedy,Lawyer,90,2024-01-03,▲58
239,Don Preston,Music,94,2024-01-03,▲58
240,Jean M. Auel,Writer,90,2024-01-03,▲58
241,Richard Wilson (Scottish actor),Theatre,90,2024-01-03,▲58
242,Fred Haise,Astronaut,93,2024-01-03,▲58
243,Dyan Cannon,Film,89,2024-01-03,▲59
244,Jon Voight,Actor,88,2024-01-03,▲59
245,John L. Hall,Physicist,92,2024-01-03,▲59
246,Don Bluth,Film,89,2024-01-03,▲59
247,Leonard Peikoff,Philosopher,93,2024-01-03,▲59
248,Philip Kaufman,Actor,90,2024-01-03,▲59
249,Bernie Kopell,Screenwriter,93,2024-01-03,▲59
250,Jim Dine,Painter,91,2024-01-03,▲59
251,Yuan T. Lee,Chemist,90,2024-01-03,▲59
252,Caldwell Esselstyn,Rower,93,2024-01-03,▲59
253,Elizabeth Dole,Politician,90,2024-01-03,▲59
254,Richard Swinburne,Philosopher,92,2024-01-03,▲59
255,Don Norman,Computer Scientist,91,2024-01-03,▲60
256,Christopher Lloyd,Actor,88,2024-01-03,▲60
257,Bat Ye'or,Essayist,93,2024-01-03,▲60
258,David Irving,Essayist,88,2024-01-03,▲61
259,Donald Knuth,Mathematician,88,2024-01-03,▲61
260,Lee Friedlander,Photographer,92,2024-01-03,▲61
261,Ray Cooney,Playwright,94,2024-01-03,▲61
262,Thomas Nagel,Philosopher,89,2024-01-03,▲62
263,Charles Duke,Astronaut,91,2024-01-03,▲62
264,Samuel C. C. Ting,Physicist,90,2024-01-03,▲62
265,Joyce Carol Oates,Playwright,88,2024-01-03,▲62
266,Derek Jacobi,Actor,88,2024-01-03,▲62
267,Michael Craig (actor),Actor,98,2024-01-03,▲62
268,Susan Cooper,Writer,91,2024-01-03,▲62
269,Jerry Brown,Politician,88,2024-01-03,▲62
270,Tom Atkins (actor),Actor,91,2024-01-03,▲62
271,Christina Pickles,Actor,91,2024-01-03,▲63
272,Frank Langella,Actor,88,2024-01-03,▲63
273,Steven Berkoff,Actor,89,2024-01-03,▲63
274,Jamie Farr,Comedian,92,2024-01-03,▲64
275,Anthony Giddens,Sociologist,88,2024-01-03,▲65
276,Roald Hoffmann,Chemist,89,2024-01-03,▲65
277,E. D. Hirsch,Literary,98,2024-01-03,▲65
278,Elliott Gould,Actor,88,2024-01-03,▲65
279,Ted Turner,Entrepreneur,88,2024-01-03,▲66
280,H. D. Deve Gowda,Politician,93,2024-01-03,▲66
281,Peter Brown (historian),Historian,91,2024-01-03,▲66
282,Terry Gibbs,Bandleader,102,2024-01-03,▲66
283,Anita Desai,Writer,89,2024-01-03,▲67
284,John Standing,Actor,92,2024-01-03,▲67
285,Ralph Bakshi,Film,88,2024-01-03,▲67
286,Anthony Zerbe,Actor,90,2024-01-03,▲67
287,Chris Bonington,Mountaineer,92,2024-01-03,▲67
288,Story Musgrave,Astronaut,91,2024-01-03,▲67
289,Lois Lowry,Writer,89,2024-01-03,▲67
290,Seymour Hersh,Journalist,89,2024-01-03,▲67
291,Marlo Thomas,Producer,89,2024-01-03,▲67
292,Robert Woodrow Wilson,Astronomer,90,2024-01-03,▲67
293,Anne Reid,Actor,91,2024-01-03,▲67
294,Margaret O'Brien,Actor,89,2024-01-03,▲67
295,Lester R. Brown,Agronomist,92,2024-01-03,▲67
296,Pat Buchanan,Conservative,88,2024-01-03,▲67
297,Oscar Robertson,Basket,88,2024-01-03,▲67
298,Robert Gallo,Virologist,89,2024-01-03,▲67
299,Ron Carter,Cellist,89,2024-01-03,▲67
300,Milan PaniÄ,Business,97,2024-01-03,▲67
301,Bobby Bare,Singer,91,2024-01-03,▲67
302,William Devane,Actor,89,2024-01-03,▲67
303,Wanda Jackson,Singer,89,2024-01-03,▲67
304,Stephen Breyer,Lawyer,88,2024-01-03,▲67
305,James Lee Burke,Writer,90,2024-01-03,▲67
306,Alan Garner,Writer,92,2024-01-03,▲67
307,Robert Fuller (actor),Actor,93,2024-01-03,▲67
308,Dick Cavett,Actor,90,2024-01-03,▲67
309,Alan Dershowitz,Lawyer,88,2024-01-03,▲68
310,Riane Eisler,Anthropologist,95,2024-01-03,▲68
311,Susan Kohner,Actor,90,2024-01-03,▲68
312,Harvey Keitel,Actor,87,2024-01-03,▲68
313,Pat Roberts,Politician,90,2024-01-03,▲68
314,Michael Kahn (film editor),Film,91,2024-01-03,▲68
315,Gerhard Weinberg,Historian,98,2024-01-03,▲68
316,Don McCullin,Biographer,91,2024-01-03,▲68
317,David Burke (British actor),Actor,92,2024-01-03,▲68
318,F. Murray Abraham,Actor,87,2024-01-03,▲70
319,Gerald Scarfe,Caricaturist,90,2024-01-03,▲70
320,Leon Panetta,Politician,88,2024-01-03,▲70
321,Richard M. Karp,Mathematician,91,2024-01-03,▲70
322,Lily Tomlin,Actor,87,2024-01-03,▲71
323,Larry Lieber,Artist,95,2024-01-03,▲72
324,Archie Shepp,Composer,89,2024-01-03,▲72
325,Gilbert Strang,Mathematician,92,2024-01-03,▲72
326,Eugene Braunwald,Cardiologist,97,2024-01-03,▲74
327,Connie Stevens,Film,88,2024-01-03,▲74
328,"Princess Alexandra, The Honourable Lady Ogilvy",Queen,90,2024-01-03,▲74
329,Edward Ruscha,Painter,89,2024-01-03,▲74
330,Carol Gilligan,Psychologist,90,2024-01-03,▲75
331,Derek Bok,Education,96,2024-01-03,▲75
332,Larry Niven,Writer,88,2024-01-03,▲75
333,Jackie Stewart,Racing,87,2024-01-03,▲76
334,Stanley G. Payne,Historian,92,2024-01-03,▲76
335,Michael Parenti,Political Scientist,93,2024-01-03,▲76
336,Garrett Morris,Actor,89,2024-01-03,▲76
337,Judea Pearl,Computer Scientist,90,2024-01-03,▲79
338,Nick Clooney,Journalist,92,2024-01-03,▲79
339,Bobby Seale,Activist,90,2024-01-03,▲79
340,Michael Moorcock,Novelist,87,2024-01-03,▲79
341,George Hamilton (actor),Film,87,2024-01-03,▲80
342,Jay Rockefeller,Politician,89,2024-01-03,▲80
343,Richard Beymer,Actor,88,2024-01-03,▲80
344,Richard Benjamin,Film,88,2024-01-03,▲80
345,J. Michael Bishop,Biologist,90,2024-01-03,▲82
346,Scott Glenn,Actor,87,2024-01-03,▲83
347,Judy Parfitt,Actor,91,2024-01-03,▲83
348,Martha Grimes,Writer,95,2024-01-03,▲83
349,Carol Lawrence,Actor,94,2024-01-03,▲83
350,Ronny Cox,Actor,88,2024-01-03,▲83
351,Jack McDevitt,Writer,91,2024-01-03,▲83
352,Tom Paxton,Singer,89,2024-01-03,▲83
353,Ali MacGraw,Actor,87,2024-01-03,▲83
354,Neil Sedaka,Singer,87,2024-01-03,▲83
355,Jake Garn,Politician,94,2024-01-03,▲83
356,Lawrence Block,Writer,88,2024-01-03,▲85
357,Grace Slick,Singer,87,2024-01-03,▲85
358,Diana Muldaur,Actor,88,2024-01-03,▲85
359,Tommy Steele,Singer,90,2024-01-03,▲85
360,Ted Nelson,Philosopher,89,2024-01-03,▲86
361,Shirley Eaton,Actor,89,2024-01-03,▲87
362,Frederic Raphael,Actor,95,2024-01-03,▲87
363,Terry Gilliam,Film,86,2025-01-03,🆕
364,Thea Musgrave,Composer,98,2024-01-03,▲86
365,Martin Sheen,Actor,86,2025-01-03,🆕
366,Andrew Davies (writer),Screenwriter,90,2024-01-03,▲85
367,Tom Jones (singer),Singer,86,2025-01-03,🆕
368,Frank Murkowski,Politician,93,2024-01-03,▲84
369,Dennis Skinner,Politician,94,2024-01-03,▲84
370,Barry McGuire,Singer,91,2024-01-03,▲84
371,David Mumford,Mathematician,89,2024-01-03,▲84
372,Brian De Palma,Film,86,2025-01-03,🆕
373,Cliff Richard,Actor,86,2025-01-03,🆕
374,James Fox,Actor,87,2024-01-03,▲82
375,Carl Icahn,Stockbroker,90,2024-01-03,▲82
376,Julie Christie,Actor,86,2025-01-03,🆕
377,Dan Inosanto,Martial Art,90,2024-01-03,▲81
378,Diane Baker,Actor,88,2024-01-03,▲81
379,David Bailey,Photographer,88,2024-01-03,▲81
380,George Carey,Bishop,91,2024-01-03,▲81
381,Herbie Hancock,Singer,86,2025-01-03,🆕
382,Fred Williamson,Actor,88,2024-01-03,▲80
383,Jim Dale,Actor,91,2024-01-03,▲81
384,Wendy Carlos,Composer,87,2024-01-03,▲81
385,Dionne Warwick,Singer,86,2025-01-03,🆕
386,Ralph Lauren,Designer,87,2024-01-03,▲81
387,Nancy Pelosi,Politician,86,2025-01-03,🆕
388,Kip Thorne,Physicist,86,2025-01-03,🆕
389,Mary Berry,Biographer,91,2024-01-03,▲80
390,Susan Hampshire,Actor,89,2024-01-03,▲80
391,Jane Alexander,Actor,87,2024-01-03,▲81
392,Lee Majors,Actor,87,2024-01-03,▲81
393,Jack Nicklaus,Golf,86,2025-01-03,🆕
394,James Cromwell,Actor,86,2025-01-03,🆕
395,Nancy Sinatra,Singer,86,2025-01-03,🆕
396,Barbara Steele,Actor,89,2024-01-03,▲78
397,Lance Henriksen,Actor,86,2025-01-03,🆕
398,Judy Collins,Singer,87,2024-01-03,▲77
399,Alan J. Heeger,Physicist,90,2024-01-03,▲77
400,Eugene Fama,Economist,87,2024-01-03,▲77
401,Jeffrey Archer,Novelist,86,2025-01-03,🆕
402,Gary Lockwood,Actor,89,2024-01-03,▲78
403,Barbara Babcock,Actor,89,2024-01-03,▲78
404,Sonia Sanchez,Playwright,92,2024-01-03,▲78
405,Perry Anderson,Historian,88,2024-01-03,▲78
406,Katharine Ross,Actor,86,2025-01-03,🆕
407,Brenda Vaccaro,Actor,87,2024-01-03,▲77
408,James Brolin,Actor,86,2025-01-03,🆕
409,James L. Brooks,Screenwriter,86,2025-01-03,🆕
410,Smokey Robinson,Singer,86,2025-01-03,🆕
411,Dolores Hart,Actor,88,2024-01-03,▲74
412,Bob Kahn,Engineer,88,2024-01-03,▲74
413,Alan Baddeley,Psychologist,92,2024-01-03,▲74
414,Sam Waterston,Film,86,2025-01-03,🆕
415,Daniel McFadden,Economist,89,2024-01-03,▲73
416,Lorraine Gary,Actor,89,2024-01-03,▲73
417,Waheeda Rehman,Actor,88,2024-01-03,▲73
418,Ivan Sutherland,Inventor,88,2024-01-03,▲73
419,Gwyneth Jones (soprano),Singer,90,2024-01-03,▲73
420,Ann Bannon,Author,94,2024-01-03,▲73
421,Judy Chicago,Painter,87,2024-01-03,▲73
422,Phil Knight,Business,88,2024-01-03,▲73
423,Anthony James Leggett,Physicist,88,2024-01-03,▲73
424,Brett Halsey,Actor,93,2024-01-03,▲73
425,George Akerlof,Economist,86,2025-01-03,🆕
426,Peter Burke (historian),Academic,89,2024-01-03,▲72
427,Michael Artin,Mathematician,92,2024-01-03,▲72
428,Patrick Leahy,Politician,86,2025-01-03,🆕
429,Kenneth H. Cooper,Doctor,95,2024-01-03,▲73
430,Millie Perkins,Actor,88,2024-01-03,▲73
431,Judy Blume,Writer,88,2024-01-03,▲73
432,John Sculley,Business,87,2024-01-03,▲73
433,George Hearn,Actor,92,2024-01-03,▲73
434,Roy Hattersley,Author,94,2024-01-03,▲73
435,Ron Rifkin,Film,87,2024-01-03,▲73
436,Thomas Harris,Writer,86,2025-01-03,🆕
437,Paula Prentiss,Actor,88,2024-01-03,▲72
438,Irwin M. Jacobs,Academic,93,2024-01-03,▲72
439,David Owen,Politician,88,2024-01-03,▲72
440,Guido Calabresi,Scholar,94,2024-01-03,▲72
441,James Galway,Music,87,2024-01-03,▲72
442,Barbara Boxer,Politician,86,2025-01-03,🆕
443,Yvonne Rainer,Film,92,2024-01-03,▲71
444,Robert Littell (author),Novelist,91,2024-01-03,▲71
445,Paul Simon,Singer,85,2026-01-01,🆕
446,Faye Dunaway,Actor,85,2026-01-01,🆕
447,Anne Osborn Krueger,Economist,92,2024-01-03,▲69
448,Rusty Schweickart,Aeronautical,91,2024-01-03,▲69
449,Sherrill Milnes,Singer,91,2024-01-03,▲69
450,Neil Diamond,Singer,85,2026-01-01,🆕
451,Don Bachardy,Painter,92,2024-01-03,▲68
452,Marge Piercy,Writer,90,2024-01-03,▲68
453,Elizabeth Ashley,Biographer,87,2024-01-03,▲68
454,Norman Davies,Historian,87,2024-01-03,▲68
455,John Rechy,Writer,95,2024-01-03,▲69
456,Monte Markham,Actor,91,2024-01-03,▲69
457,Art Garfunkel,Singer,85,2026-01-01,🆕
458,David Shire,Composer,89,2024-01-03,▲69
459,Thomas Kean,Politician,91,2024-01-03,▲69
460,Alex Ferguson,Football,85,2026-01-01,🆕
461,Frankie Avalon,Singer,86,2025-01-03,🆕
462,Nick Nolte,Actor,85,2026-01-01,🆕
463,Mike Farrell,Actor,87,2024-01-03,▲66
464,Nancy Kovack,Actor,91,2024-01-03,▲66
465,Ian Hunter (singer),Singer,87,2024-01-03,▲66
466,Steny Hoyer,Politician,87,2024-01-03,▲66
467,Nancy Kwan,Actor,87,2024-01-03,▲66
468,Barry Corbin,Actor,86,2025-01-03,🆕
469,Mario Andretti,Driver,86,2025-01-03,🆕
470,Kenneth Clarke,Politician,86,2025-01-03,🆕
471,Roland Huntford,Author,99,2024-01-03,▲65
472,Mark di Suvero,Sculptor,93,2024-01-03,▲65
473,Lee H. Hamilton,Politician,95,2024-01-03,▲65
474,John Corigliano,Composer,88,2024-01-03,▲65
475,Paul Williams (songwriter),Actor,86,2025-01-03,🆕
476,Lamar Alexander,Politician,86,2025-01-03,🆕
477,John Badham,Film,87,2024-01-03,▲63
478,Ralph Steadman,Caricaturist,90,2024-01-03,▲63
479,Robert Rubin,Politician,88,2024-01-03,▲63
480,Richard Posner,Judge,87,2024-01-03,▲63
481,Michael Murphy (actor),Actor,88,2024-01-03,▲64
482,Alan Ayckbourn,Playwright,87,2024-01-03,▲64
483,Beau Bridges,Actor,85,2026-01-01,🆕
484,Jesse Jackson,Politician,85,2026-01-01,🆕
485,Tenley Albright,Skater,91,2024-01-03,▲62
486,Georgina Spelvin,Actor,90,2024-01-03,▲62
487,Linda Gray,Actor,86,2025-01-03,🆕
488,Roald Sagdeev,Physicist,94,2024-01-03,▲62
489,Jill St. John,Actor,86,2025-01-03,🆕
490,Louis Begley,Novelist,93,2024-01-03,▲61
491,Mario Capecchi,Biologist,89,2024-01-03,▲62
492,Eric Burdon,Singer,85,2026-01-01,🆕
493,Eleanor Bron,Actor,88,2024-01-03,▲61
494,Bruce Davidson (photographer),Published,93,2024-01-03,▲61
495,Dion DiMucci,Music,87,2024-01-03,▲61
496,Lee Trevino,Golf,87,2024-01-03,▲62
